"Institution","Acad Group","Acad Org","Subject","Catalog","Course Title","Descr of Pre/Co-requisites","Line","Logical Connector","LP","Line Type","Rqs Type","Req Subject","Req Catalog","Min Grade","Min GPA","Min Units","Cond Code","Operator","Value","RP","Allow In-Progress","Allow Trnsfr Crdt","Allow Test Crdt","Allow Othr Crdt","Allow Equiv Course","Consent","Eff Date","Rqrmnt","Value","Institution","Acad Group","Subject","Catalog","Ptrn Type","Course ID","Designation","Parenth","Min Course","Trnsfr Lvl","In GPA crs","Excl In-Progrss","Min Points","Min Units","Valid Beg","Valid End","Term","Assoc","Topic ID","Test ID","Component","Score","Key"
"QNS01","EDUC","SEYS-QC","SEYS"," 383","Curr/Assmt Tchg Soc St","COREQ: The subject-specific student specific course from. SEYS 3704-3744. Open only to students in teacher education programs.","0180","Or","","Condition","","","","","0.000","0.00","Acad Plan","Equal","SOC712-BA","","Y","Y","Y","Y","","No Consent","08/20/2013","","SOC712-BA","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0018"
"QNS01","EDUC","SEYS-QC","SEYS"," 383","Curr/Assmt Tchg Soc St","COREQ: The subject-specific student specific course from. SEYS 3704-3744. Open only to students in teacher education programs.","0190","Or","","Condition","","","","","0.000","0.00","Acad Plan","Equal","SPAN712-BA","","Y","Y","Y","Y","","No Consent","08/20/2013","","SPAN712-BA","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0019"
"QNS01","EDUC","SEYS-QC","SEYS"," 383","Curr/Assmt Tchg Soc St","COREQ: The subject-specific student specific course from. SEYS 3704-3744. Open only to students in teacher education programs.","0200","Or","","Condition","","","","","0.000","0.00","Acad Plan","Equal","UBST712-BA",")","Y","Y","Y","Y","","No Consent","08/20/2013","","UBST712-BA","QNS01","","","","SMPL","","",")","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0020"
"QNS01","EDUC","SEYS-QC","SEYS"," 384","Curr/Assmt Tch Lang","COREQ: The subject-specific student specific course from. SEYS 3704-3744. Open only to students in teacher education programs.","0010","","","Wild Card","Pre-Rqs","","","","0.000","0.00","","","","","Y","Y","Y","Y","","No Consent","08/18/2014","","","QNS01","EDUC","SEYS","34##","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","EDUC","SEYS-QC","SEYS"," 384","Curr/Assmt Tch Lang","COREQ: The subject-specific student specific course from. SEYS 3704-3744. Open only to students in teacher education programs.","0020","And","(","Condition","","","","","0.000","0.00","Acad Plan","Equal","AFST712-BA","","Y","Y","Y","Y","","No Consent","08/18/2014","","AFST712-BA","QNS01","","","","SMPL","","","(","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0002"
"QNS01","EDUC","SEYS-QC","SEYS"," 384","Curr/Assmt Tch Lang","COREQ: The subject-specific student specific course from. SEYS 3704-3744. Open only to students in teacher education programs.","0030","Or","","Condition","","","","","0.000","0.00","Acad Plan","Equal","ANTH712-BA","","Y","Y","Y","Y","","No Consent","08/18/2014","","ANTH712-BA","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0003"
"QNS01","EDUC","SEYS-QC","SEYS"," 384","Curr/Assmt Tch Lang","COREQ: The subject-specific student specific course from. SEYS 3704-3744. Open only to students in teacher education programs.","0040","Or","","Condition","","","","","0.000","0.00","Acad Plan","Equal","BIOL712-BA","","Y","Y","Y","Y","","No Consent","08/18/2014","","BIOL712-BA","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0004"
"QNS01","EDUC","SEYS-QC","SEYS"," 384","Curr/Assmt Tch Lang","COREQ: The subject-specific student specific course from. SEYS 3704-3744. Open only to students in teacher education programs.","0050","Or","","Condition","","","","","0.000","0.00","Acad Plan","Equal","CHEM712-BA","","Y","Y","Y","Y","","No Consent","08/18/2014","","CHEM712-BA","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0005"
"QNS01","EDUC","SEYS-QC","SEYS"," 384","Curr/Assmt Tch Lang","COREQ: The subject-specific student specific course from. SEYS 3704-3744. Open only to students in teacher education programs.","0060","Or","","Condition","","","","","0.000","0.00","Acad Plan","Equal","ECON712-BA","","Y","Y","Y","Y","","No Consent","08/18/2014","","ECON712-BA","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0006"
"QNS01","EDUC","SEYS-QC","SEYS"," 384","Curr/Assmt Tch Lang","COREQ: The subject-specific student specific course from. SEYS 3704-3744. Open only to students in teacher education programs.","0070","Or","","Condition","","","","","0.000","0.00","Acad Plan","Equal","ENG712-BA","","Y","Y","Y","Y","","No Consent","08/18/2014","","ENG712-BA","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0007"
"QNS01","EDUC","SEYS-QC","SEYS"," 384","Curr/Assmt Tch Lang","COREQ: The subject-specific student specific course from. SEYS 3704-3744. Open only to students in teacher education programs.","0080","Or","","Condition","","","","","0.000","0.00","Acad Plan","Equal","FREN712-BA","","Y","Y","Y","Y","","No Consent","08/18/2014","","FREN712-BA","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0008"
"QNS01","EDUC","SEYS-QC","SEYS"," 384","Curr/Assmt Tch Lang","COREQ: The subject-specific student specific course from. SEYS 3704-3744. Open only to students in teacher education programs.","0090","Or","","Condition","","","","","0.000","0.00","Acad Plan","Equal","GEOL712-BA","","Y","Y","Y","Y","","No Consent","08/18/2014","","GEOL712-BA","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0009"
"QNS01","EDUC","SEYS-QC","SEYS"," 384","Curr/Assmt Tch Lang","COREQ: The subject-specific student specific course from. SEYS 3704-3744. Open only to students in teacher education programs.","0100","Or","","Condition","","","","","0.000","0.00","Acad Plan","Equal","GERM712-BA","","Y","Y","Y","Y","","No Consent","08/18/2014","","GERM712-BA","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0010"
"QNS01","EDUC","SEYS-QC","SEYS"," 384","Curr/Assmt Tch Lang","COREQ: The subject-specific student specific course from. SEYS 3704-3744. Open only to students in teacher education programs.","0110","Or","","Condition","","","","","0.000","0.00","Acad Plan","Equal","HIST712-BA","","Y","Y","Y","Y","","No Consent","08/18/2014","","HIST712-BA","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0011"
"QNS01","EDUC","SEYS-QC","SEYS"," 384","Curr/Assmt Tch Lang","COREQ: The subject-specific student specific course from. SEYS 3704-3744. Open only to students in teacher education programs.","0120","Or","","Condition","","","","","0.000","0.00","Acad Plan","Equal","ITAL712-BA","","Y","Y","Y","Y","","No Consent","08/18/2014","","ITAL712-BA","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0012"
"QNS01","EDUC","SEYS-QC","SEYS"," 384","Curr/Assmt Tch Lang","COREQ: The subject-specific student specific course from. SEYS 3704-3744. Open only to students in teacher education programs.","0130","Or","","Condition","","","","","0.000","0.00","Acad Plan","Equal","LAST712-BA","","Y","Y","Y","Y","","No Consent","08/18/2014","","LAST712-BA","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0013"
"QNS01","EDUC","SEYS-QC","SEYS"," 384","Curr/Assmt Tch Lang","COREQ: The subject-specific student specific course from. SEYS 3704-3744. Open only to students in teacher education programs.","0140","Or","","Condition","","","","","0.000","0.00","Acad Plan","Equal","LATN712-BA","","Y","Y","Y","Y","","No Consent","08/18/2014","","LATN712-BA","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0014"
"QNS01","EDUC","SEYS-QC","SEYS"," 384","Curr/Assmt Tch Lang","COREQ: The subject-specific student specific course from. SEYS 3704-3744. Open only to students in teacher education programs.","0150","Or","","Condition","","","","","0.000","0.00","Acad Plan","Equal","MATH712-BA","","Y","Y","Y","Y","","No Consent","08/18/2014","","MATH712-BA","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0015"
"QNS01","EDUC","SEYS-QC","SEYS"," 384","Curr/Assmt Tch Lang","COREQ: The subject-specific student specific course from. SEYS 3704-3744. Open only to students in teacher education programs.","0160","Or","","Condition","","","","","0.000","0.00","Acad Plan","Equal","PHYS712-BA","","Y","Y","Y","Y","","No Consent","08/18/2014","","PHYS712-BA","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0016"
"QNS01","EDUC","SEYS-QC","SEYS"," 384","Curr/Assmt Tch Lang","COREQ: The subject-specific student specific course from. SEYS 3704-3744. Open only to students in teacher education programs.","0170","Or","","Condition","","","","","0.000","0.00","Acad Plan","Equal","PSCI712-BA","","Y","Y","Y","Y","","No Consent","08/18/2014","","PSCI712-BA","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0017"
"QNS01","EDUC","SEYS-QC","SEYS"," 384","Curr/Assmt Tch Lang","COREQ: The subject-specific student specific course from. SEYS 3704-3744. Open only to students in teacher education programs.","0180","Or","","Condition","","","","","0.000","0.00","Acad Plan","Equal","SOC712-BA","","Y","Y","Y","Y","","No Consent","08/18/2014","","SOC712-BA","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0018"
"QNS01","EDUC","SEYS-QC","SEYS"," 384","Curr/Assmt Tch Lang","COREQ: The subject-specific student specific course from. SEYS 3704-3744. Open only to students in teacher education programs.","0190","Or","","Condition","","","","","0.000","0.00","Acad Plan","Equal","SPAN712-BA","","Y","Y","Y","Y","","No Consent","08/18/2014","","SPAN712-BA","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0019"
"QNS01","EDUC","SEYS-QC","SEYS"," 384","Curr/Assmt Tch Lang","COREQ: The subject-specific student specific course from. SEYS 3704-3744. Open only to students in teacher education programs.","0200","Or","","Condition","","","","","0.000","0.00","Acad Plan","Equal","UBST712-BA",")","Y","Y","Y","Y","","No Consent","08/18/2014","","UBST712-BA","QNS01","","","","SMPL","","",")","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0020"
"QNS01","EDUC","SEYS-QC","SEYS"," 498","Sec Ed and Yth Svc Maj Elec Cr","","","","","","","","","","","","","","","","","","","","","No Consent","08/18/2014","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","EDUC","SEYS-QC","SEYS"," 499","Sec Ed and Yth Svc Elec Cr","","","","","","","","","","","","","","","","","","","","","No Consent","08/18/2014","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","EDUC","SEYS-QC","SEYS"," 533","Teaching Visual Arts, PreK-12","Prereq.: SEYS 536 and 552","0010","","","Course","Pre-Rqs","SEYS"," 536","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","05/01/2019","","","QNS01","","","","SMPL","014640","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","EDUC","SEYS-QC","SEYS"," 533","Teaching Visual Arts, PreK-12","Prereq.: SEYS 536 and 552","0020","And","","Course","Pre-Rqs","SEYS"," 552","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","05/01/2019","","","QNS01","","","","SMPL","014641","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0002"
"QNS01","EDUC","SEYS-QC","SEYS"," 536","Educational Foundations","","","","","","","","","","","","","","","","","","","","","Dept Cnsnt","08/18/2014","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","EDUC","SEYS-QC","SEYS"," 552","Educational Psychology","","","","","","","","","","","","","","","","","","","","","No Consent","08/18/2014","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","EDUC","SEYS-QC","SEYS"," 560","Methods Teaching Engl Mid & Hs","","","","","","","","","","","","","","","","","","","","","No Consent","08/18/2014","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","EDUC","SEYS-QC","SEYS"," 561","Methods Teaching Math Mid & Hs","PRE: MATH 385W","0010","","","Course","Pre-Rqs","MATH"," 385W","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","03/02/2015","","","QNS01","","","","SMPL","011333","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","EDUC","SEYS-QC","SEYS"," 562","Methods Teaching Sci Mid & Hs","","","","","","","","","","","","","","","","","","","","","No Consent","08/18/2014","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","EDUC","SEYS-QC","SEYS"," 563","Methods Teaching Soc St Mid&Hs","","","","","","","","","","","","","","","","","","","","","No Consent","08/18/2014","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","EDUC","SEYS-QC","SEYS"," 564","Methods Teaching Lang Mid & Hs","","","","","","","","","","","","","","","","","","","","","No Consent","08/18/2014","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","EDUC","SEYS-QC","SEYS"," 565","Sem Tchg Art Sec Sch","PRE:  SEYS 536 AND SEYS 552 AND DEPARTMENT PERMISSION REQUIRED","0010","","","Course","Pre-Rqs","SEYS"," 536","","0.000","0.00","","","","","Y","Y","Y","Y","Y","Dept Cnsnt","09/01/2002","","","QNS01","","","","SMPL","014640","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","EDUC","SEYS-QC","SEYS"," 565","Methids of Standard","Prereq.: SEYS 533 and EECE 711","0010","","","Course","Pre-Rqs","SEYS"," 533","","0.000","0.00","","","","","Y","Y","Y","Y","N","No Consent","05/09/2019","","","QNS01","","","","SMPL","148675","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","EDUC","SEYS-QC","SEYS"," 565","Sem Tchg Art Sec Sch","PRE:  SEYS 536 AND SEYS 552 AND DEPARTMENT PERMISSION REQUIRED","0020","And","","Course","Pre-Rqs","SEYS"," 552","","0.000","0.00","","","","","Y","Y","Y","Y","Y","Dept Cnsnt","09/01/2002","","","QNS01","","","","SMPL","014641","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0002"
"QNS01","EDUC","SEYS-QC","SEYS"," 565","Methids of Standard","Prereq.: SEYS 533 and EECE 711","0020","And","","Course","Pre-Rqs","EECE"," 711","","0.000","0.00","","","","","Y","Y","Y","Y","N","No Consent","05/09/2019","","","QNS01","","","","SMPL","007526","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0002"
"QNS01","EDUC","SEYS-QC","SEYS"," 575","Stu Tching Visual Arts Pre-K-6","","","","","","","","","","","","","","","","","","","","","No Consent","05/25/2019","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","EDUC","SEYS-QC","SEYS"," 576","Student Tching Visual Arts, II","PRE: SEYS 565","0010","","","Course","Pre-Rqs","SEYS"," 565","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","05/25/2019","","","QNS01","","","","SMPL","014647","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","EDUC","SEYS-QC","SEYS"," 577","Clinical Residency I","Coreq: SEYS 552 and 536 and a discipline specific SEYS methods course","0010","","","Course","Co-Rqs","SEYS"," 552","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","06/26/2017","","","QNS01","","","","SMPL","014641","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","EDUC","SEYS-QC","SEYS"," 577","Clinical Residency I","Coreq: SEYS 552 and 536 and a discipline specific SEYS methods course","0020","And","","Course","Co-Rqs","SEYS"," 536","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","06/26/2017","","","QNS01","","","","SMPL","014640","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0002"
"QNS01","EDUC","SEYS-QC","SEYS"," 578","Clinical Residency II","PRE: SEYS 577 and Coreq appropriate SEYS discipline-specific advanced methods course","0010","","","Course","Pre-Rqs","SEYS"," 577","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","06/26/2017","","","QNS01","","","","SMPL","136051","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","EDUC","SEYS-QC","SEYS"," 579","Clinical Residency III","PRE: SEYS 577 and 578 and Coreq appropriate SEYS discipline-specific research course","0010","","","Course","Pre-Rqs","SEYS"," 577","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","06/26/2017","","","QNS01","","","","SMPL","136051","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","EDUC","SEYS-QC","SEYS"," 579","Clinical Residency III","PRE: SEYS 577 and 578 and Coreq appropriate SEYS discipline-specific research course","0020","And","","Course","Pre-Rqs","SEYS"," 578","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","06/26/2017","","","QNS01","","","","SMPL","136052","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0002"
"QNS01","EDUC","SEYS-QC","SEYS"," 580","Stand-Based Currc&Assess-Engl","PRE: SEYS 570","0010","","","Course","Pre-Rqs","SEYS"," 570","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","08/18/2014","","","QNS01","","","","SMPL","014648","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","EDUC","SEYS-QC","SEYS"," 581","Stand-Based Currc&Assess-Math","PRE: SEYS 571","0010","","","Course","Pre-Rqs","SEYS"," 571","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","08/18/2014","","","QNS01","","","","SMPL","014653","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","EDUC","SEYS-QC","SEYS"," 582","Stand-Based Currc&Assess-Sci","PRE: SEYS 572","0010","","","Course","Pre-Rqs","SEYS"," 572","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","08/18/2014","","","QNS01","","","","SMPL","014658","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","EDUC","SEYS-QC","SEYS"," 583","Stand-Based Currc&Assess-SocSt","PRE: SEYS 573","0010","","","Course","Pre-Rqs","SEYS"," 573","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","08/18/2014","","","QNS01","","","","SMPL","014663","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","EDUC","SEYS-QC","SEYS"," 584","Stand-Based Currc&Assess-Lang","","","","","","","","","","","","","","","","","","","","","No Consent","08/18/2014","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","EDUC","SEYS-QC","SEYS"," 700","Lang,Lit & Cult Educ","PRE: SEYS 536","0010","","","Course","Pre-Rqs","SEYS"," 536","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","02/01/2002","","","QNS01","","","","SMPL","014640","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","EDUC","SEYS-QC","SEYS"," 701","Hist Ideas In Educ","","","","","","","","","","","","","","","","","","","","","No Consent","02/01/1999","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","EDUC","SEYS-QC","SEYS"," 702","Hist Of Educ In Us","","","","","","","","","","","","","","","","","","","","","No Consent","09/01/1989","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","EDUC","SEYS-QC","SEYS"," 703","Philosophies of Education","","","","","","","","","","","","","","","","","","","","","No Consent","09/01/1988","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","EDUC","SEYS-QC","SEYS"," 704","The Philosophy of Teaching.","","","","","","","","","","","","","","","","","","","","","No Consent","01/01/1901","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","EDUC","SEYS-QC","SEYS"," 705","School and Society.","","","","","","","","","","","","","","","","","","","","","No Consent","09/01/1988","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","EDUC","SEYS-QC","SEYS"," 706","Globalization& Comparative Edu","","","","","","","","","","","","","","","","","","","","","No Consent","06/27/2011","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","EDUC","SEYS-QC","SEYS"," 707","Major Issues in Education.","","","","","","","","","","","","","","","","","","","","","No Consent","09/01/1988","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","EDUC","SEYS-QC","SEYS"," 708","Sem Theor Study Educ","","","","","","","","","","","","","","","","","","","","","No Consent","09/01/1999","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","EDUC","SEYS-QC","SEYS"," 709","Humanistic Psych","","","","","","","","","","","","","","","","","","","","","No Consent","01/01/1901","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","EDUC","SEYS-QC","SEYS"," 710","The Psychology of Adolescence.","","","","","","","","","","","","","","","","","","","","","No Consent","09/01/1988","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","EDUC","SEYS-QC","SEYS"," 711","Wrkshp Art Ed Elem","","","","","","","","","","","","","","","","","","","","","No Consent","01/01/1901","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","EDUC","SEYS-QC","SEYS"," 712","Workshop in Visual Think­ing","","","","","","","","","","","","","","","","","","","","","No Consent","09/01/1994","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","EDUC","SEYS-QC","SEYS"," 714","World Language Program Design","PRE/COREQ: SEYS 743","0020","","","Course","Co-Rqs","SEYS"," 743","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","06/26/2017","","","QNS01","","","","SMPL","014718","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0002"
"QNS01","EDUC","SEYS-QC","SEYS"," 715","Lang Acquist &Learn Bilingual","","","","","","","","","","","","","","","","","","","","","No Consent","06/26/2017","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","EDUC","SEYS-QC","SEYS"," 717","Learning Theory in Education.","","","","","","","","","","","","","","","","","","","","","No Consent","01/01/1901","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","EDUC","SEYS-QC","SEYS"," 718","Classroom Management","","","","","","","","","","","","","","","","","","","","","No Consent","02/01/1989","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","EDUC","SEYS-QC","SEYS"," 719","Grp Beh & Cult Diff","","","","","","","","","","","","","","","","","","","","","No Consent","09/01/1992","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","EDUC","SEYS-QC","SEYS"," 720","Educ Of Imm Children","","","","","","","","","","","","","","","","","","","","","No Consent","02/01/1997","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","EDUC","SEYS-QC","SEYS"," 722","Oral Hist In Classroom","","","","","","","","","","","","","","","","","","","","","No Consent","08/18/2014","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","EDUC","SEYS-QC","SEYS"," 724","Classroom Methods in Crafts","","","","","","","","","","","","","","","","","","","","","No Consent","08/18/2014","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","EDUC","SEYS-QC","SEYS"," 725","Community and Culture in Art E","Prerequisites: SEYS 533 and SEYS 565 or equivalents or permission of the instructor","0010","","","Course","Pre-Rqs","SEYS"," 533","","0.000","0.00","","","","","Y","Y","Y","Y","N","No Consent","05/09/2019","","","QNS01","","","","SMPL","148675","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","EDUC","SEYS-QC","SEYS"," 725","Community and Culture in Art E","Prerequisites: SEYS 533 and SEYS 565 or equivalents or permission of the instructor","0020","And","","Course","Pre-Rqs","SEYS"," 565","","0.000","0.00","","","","","Y","Y","Y","Y","N","No Consent","05/09/2019","","","QNS01","","","","SMPL","148677","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0002"
"QNS01","EDUC","SEYS-QC","SEYS"," 725","Classroom Methods Printmaking","","","","","","","","","","","","","","","","","","","","","No Consent","08/18/2014","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","EDUC","SEYS-QC","SEYS"," 727","Topics in Art Education","Prerequisites: SEYS 533 and SEYS 565 or equivalents or permission of the instructor","0010","","","Course","Pre-Rqs","SEYS"," 533","","0.000","0.00","","","","","Y","Y","Y","Y","N","No Consent","05/09/2019","","","QNS01","","","","SMPL","148675","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","EDUC","SEYS-QC","SEYS"," 727","Topics in Art Education","Prerequisites: SEYS 533 and SEYS 565 or equivalents or permission of the instructor","0020","And","","Course","Pre-Rqs","SEYS"," 565","","0.000","0.00","","","","","Y","Y","Y","Y","N","No Consent","05/09/2019","","","QNS01","","","","SMPL","148677","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0002"
"QNS01","EDUC","SEYS-QC","SEYS"," 727","Classroom Methods Computer Art","","","","","","","","","","","","","","","","","","","","","No Consent","08/18/2014","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","EDUC","SEYS-QC","SEYS"," 732","Seminar in Art Education","","","","","","","","","","","","","","","","","","","","","No Consent","08/18/2014","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","EDUC","SEYS-QC","SEYS"," 740","Tching Reading Secondar School","","","","","","","","","","","","","","","","","","","","","No Consent","06/29/2015","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","EDUC","SEYS-QC","SEYS"," 741","Literature for Adolescents.","","","","","","","","","","","","","","","","","","","","","No Consent","09/01/1988","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","EDUC","SEYS-QC","SEYS"," 743","Currc & Instr Lang Educ","","","","","","","","","","","","","","","","","","","","","No Consent","08/18/2014","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","EDUC","SEYS-QC","SEYS"," 744","Method & Mat In Tesl","","","","","","","","","","","","","","","","","","","","","No Consent","02/01/1995","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","EDUC","SEYS-QC","SEYS"," 745","Lit In Content Areas","","","","","","","","","","","","","","","","","","","","","No Consent","08/18/2014","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","EDUC","SEYS-QC","SEYS"," 746","Multicultural Literature","","","","","","","","","","","","","","","","","","","","","No Consent","08/18/2014","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","EDUC","SEYS-QC","SEYS"," 750","Math In Jr/Mid Sch","","","","","","","","","","","","","","","","","","","","","No Consent","01/01/1901","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","EDUC","SEYS-QC","SEYS"," 751","Math In Sec School","","","","","","","","","","","","","","","","","","","","","No Consent","06/27/2016","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","EDUC","SEYS-QC","SEYS"," 752","Problems Gen Sci In Jr High","","","","","","","","","","","","","","","","","","","","","No Consent","08/18/2014","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","EDUC","SEYS-QC","SEYS"," 753","Comp Appl In Sci Ed","","","","","","","","","","","","","","","","","","","","","No Consent","02/01/2004","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","EDUC","SEYS-QC","SEYS"," 754","Curriculum Innovation Sci Educ","","","","","","","","","","","","","","","","","","","","","No Consent","08/18/2014","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","EDUC","SEYS-QC","SEYS"," 760","Curriculum Innovation Soc Stud","","","","","","","","","","","","","","","","","","","","","No Consent","08/18/2014","","","","","","","","","","","","","","","","","","","","","","","","",""
